sample_name	bioproject_accession	library_ID	title	design_description	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	filetype	filename	assembly
CDS_53		CDS_53	RAD-Seq data for Gekko gigante: Sample CDS_53	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_53_Gekko_gigante_NorthGigante_R1.fq.gz	
CDS_55		CDS_55	RAD-Seq data for Gekko gigante: Sample CDS_55	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_55_Gekko_gigante_SouthGigante_R1.fq.gz	
CDS_5627		CDS_5627	RAD-Seq data for Cyrtodactylus philippinicus: Sample CDS_5627	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_5627_Cyrtodactylus_philippinicus_Luzon_R1.fq.gz	
CDS_5724		CDS_5724	RAD-Seq data for Cyrtodactylus philippinicus: Sample CDS_5724	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_5724_Cyrtodactylus_philippinicus_Luzon_R1.fq.gz	
CDS_5727		CDS_5727	RAD-Seq data for Cyrtodactylus philippinicus: Sample CDS_5727	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_5727_Cyrtodactylus_philippinicus_Luzon_R1.fq.gz	
CDS_5822		CDS_5822	RAD-Seq data for Cyrtodactylus philippinicus: Sample CDS_5822	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_5822_Cyrtodactylus_philippinicus_Luzon_R1.fq.gz	
CDS_5823		CDS_5823	RAD-Seq data for Cyrtodactylus philippinicus: Sample CDS_5823	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_5823_Cyrtodactylus_philippinicus_Luzon_R1.fq.gz	
CDS_590		CDS_590	RAD-Seq data for Gekko mindorensis: Sample CDS_590	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_590_Gekko_mindorensis_Caluya_R1.fq.gz	
CDS_591		CDS_591	RAD-Seq data for Gekko mindorensis: Sample CDS_591	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_591_Gekko_mindorensis_Caluya_R1.fq.gz	
CDS_6047		CDS_6047	RAD-Seq data for Gekko mindorensis: Sample CDS_6047	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_6047_Gekko_mindorensis_Luzon_R1.fq.gz	
CDS_6051		CDS_6051	RAD-Seq data for Gekko mindorensis: Sample CDS_6051	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_6051_Gekko_mindorensis_Luzon_R1.fq.gz	
CDS_6052		CDS_6052	RAD-Seq data for Gekko mindorensis: Sample CDS_6052	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_6052_Gekko_mindorensis_Luzon_R1.fq.gz	
CDS_6054		CDS_6054	RAD-Seq data for Gekko mindorensis: Sample CDS_6054	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_6054_Gekko_mindorensis_Luzon_R1.fq.gz	
CDS_607		CDS_607	RAD-Seq data for Gekko mindorensis: Sample CDS_607	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_607_Gekko_mindorensis_Caluya_R1.fq.gz	
CDS_609		CDS_609	RAD-Seq data for Gekko mindorensis: Sample CDS_609	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_609_Gekko_mindorensis_Caluya_R1.fq.gz	
CDS_610		CDS_610	RAD-Seq data for Gekko mindorensis: Sample CDS_610	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_610_Gekko_mindorensis_Caluya_R1.fq.gz	
CDS_63		CDS_63	RAD-Seq data for Gekko mindorensis: Sample CDS_63	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_63_Gekko_mindorensis_Panay_R1.fq.gz	
CDS_64		CDS_64	RAD-Seq data for Gekko mindorensis: Sample CDS_64	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_64_Gekko_mindorensis_Panay_R1.fq.gz	
CDS_65		CDS_65	RAD-Seq data for Gekko mindorensis: Sample CDS_65	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_65_Gekko_mindorensis_Panay_R1.fq.gz	
CDS_66		CDS_66	RAD-Seq data for Gekko mindorensis: Sample CDS_66	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_66_Gekko_mindorensis_Panay_R1.fq.gz	
CDS_754		CDS_754	RAD-Seq data for Gekko mindorensis: Sample CDS_754	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_754_Gekko_mindorensis_Masbate_R1.fq.gz	
CDS_755		CDS_755	RAD-Seq data for Gekko mindorensis: Sample CDS_755	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_755_Gekko_mindorensis_Masbate_R1.fq.gz	
CDS_757		CDS_757	RAD-Seq data for Gekko mindorensis: Sample CDS_757	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_757_Gekko_mindorensis_Masbate_R1.fq.gz	
CDS_758		CDS_758	RAD-Seq data for Gekko mindorensis: Sample CDS_758	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_758_Gekko_mindorensis_Masbate_R1.fq.gz	
CDS_788		CDS_788	RAD-Seq data for Gekko romblon: Sample CDS_788	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_788_Gekko_romblon_Romblon_R1.fq.gz	
CDS_789		CDS_789	RAD-Seq data for Gekko romblon: Sample CDS_789	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_789_Gekko_romblon_Romblon_R1.fq.gz	
CDS_790		CDS_790	RAD-Seq data for Gekko romblon: Sample CDS_790	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_790_Gekko_romblon_Romblon_R1.fq.gz	
CDS_791		CDS_791	RAD-Seq data for Gekko romblon: Sample CDS_791	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_791_Gekko_romblon_Romblon_R1.fq.gz	
CDS_792		CDS_792	RAD-Seq data for Gekko romblon: Sample CDS_792	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_792_Gekko_romblon_Romblon_R1.fq.gz	
CDS_99		CDS_99	RAD-Seq data for Gekko mindorensis: Sample CDS_99	We collected RAD-Seq data using the MSG protocol described by Andolfatto et al. (2011). Following digestion of 50 ng of DNA with the NdeI restriction enzyme, we ligated each sample to one of 96 adaptors with a unique six base-pair barcode.  After pooling the 96 samples together, we selected 250--300bp fragments to remain in the library using a Pippen Prep.  For each pool of 96 size-selected samples, we performed eight separate polymerase chain reactions for 14 cycles (PCR) using Phusion High-Fidelity PCR Master Mix (NEB Biolabs) and primers that bind to common regions in the adaptors.  Following PCR, we did two rounds of AMPure XP bead cleanup (Beckman Coulter, Inc.) using a 0.8 bead volume to sample ratio.  Each library was sequenced in one lane of an Illumina Hiseq 2500 high-output run, with single-end 100bp reads.	RAD-Seq	GENOMIC	Reduced Representation	single	ILLUMINA	Illumina HiSeq 2500	fastq	CDS_99_Gekko_mindorensis_CamiguinSur_R1.fq.gz	
