Dewar	Tower	Box	Cell	Field Number	Genus	Species	Country	Island	Province	Municipality	Barangay	Local Area Name	Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12															
	S	283	G7	RMB 9117	Limnonectes	magnus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	G8	RMB 9118	Limnonectes	magnus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	G9	RMB 9119	Staurois	natator	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	H1	RMB 9120	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	H2	RMB 9121	Gehyra	mutilata	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	H3	RMB 9122	Tropidophorus	grayi	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	H4	RMB 9123	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	H5	RMB 9124	Draco	mindanensis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	H6	RMB 9125	Limnonectes	leytensis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	H7	RMB 9126	Sphenomorphus	variegatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	H8	RMB 9127	Sphenomorphus	variegatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	H9	RMB 9128	Gonocephalus	interruptus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	I1	RMB 9129	Gonocephalus	interruptus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	I2	RMB 9131	Varanus	cumingi	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	I3	RMB 9131	Varanus	cumingi	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	I4	RMB 9132	Sphenomorphus	atrigularis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	I5	RMB 9133	Sphenomorphus	atrigularis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	I6	RMB 9134	Sphenomorphus	atrigularis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	I7	RMB 9135	Eutropis		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	I8	RMB 9136	Sphenomorphus	fasciatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	283	I9	RMB 9137	Tropidophorus		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	A1	RMB 9138	Gehyra	mutilata	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	A2	RMB 9139	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	A3	RMB 9140	Gehyra	mutilata	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	A4	RMB 9141	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	A5	RMB 9142	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	A6	RMB 9143	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	A7	RMB 9144	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	A8	RMB 9145	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	A9	RMB 9146	Eutropis		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	B1	RMB 9147	Lipinia		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	B2	RMB 9148	Brachymeles	cf. schadenbergi	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	B3	RMB 9149	Brachymeles	cf. schadenbergi	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	B4	RMB 9150	Megophrys	stejnegeri	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	B5	RMB 9151	Megophrys	stejnegeri	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	B6	RMB 9152	Bufo	marinus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	B7	RMB 9153	Psammodynastes	pulverulentus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	B8	RMB 9154	Cyclocorus	nuchalis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	B9	RMB 9155	Bufo	marinus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	C1	RMB 9156	Tropidophorus		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	C2	RMB 9157	Tropidophorus		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	C3	RMB 9158	Tropidophorus		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	C4	RMB 9159	Tropidophorus		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	C5	RMB 9160	Limnonectes	leytensis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	C6	RMB 9161	Limnonectes	leytensis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	C7	RMB 9162	Limnonectes	leytensis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	C8	RMB 9163	Limnonectes	leytensis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	C9	RMB 9164	Staurois	natator	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	D1	RMB 9165	Staurois	natator	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	D2	RMB 9166	Staurois	natator	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	D3	RMB 9167	Staurois	natator	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	D4	RMB 9168	Kalophrynus	pleurostigma	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	D5	RMB 9169	Philautus		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	D6	RMB 9170	Philautus		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	D7	RMB 9171	Philautus		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	D8	RMB 9172	Philautus		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	D9	RMB 9173	Philautus		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	E1	RMB 9174	Limnonectes	leytensis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	E2	RMB 9175	Limnonectes	leytensis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	E3	RMB 9176	Limnonectes	leytensis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	E4	RMB 9177	Rana	grandocula	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	E5	RMB 9178	Varanus	cumingi	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	E6	RMB 9178	Varanus	cumingi	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	E7	RMB 9179	Boiga	angulata	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	E8	RMB 9180	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	E9	RMB 9181	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	F1	RMB 9182	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	F2	RMB 9183	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	F3	RMB 9184	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	F4	RMB 9185	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	F5	RMB 9186	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	F6	RMB 9187	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	F7	RMB 9188	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	F8	RMB 9189	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	F9	RMB 9190	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	G1	RMB 9191	Python	reticulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	G2	RMB 9192	Cyclocorus	nuchalis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	G3	RMB 9193	Tropidophorus		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	G4	RMB 9194	Ansonia	macgregori	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	G5	RMB 9195	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	G6	RMB 9196	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	G7	RMB 9197	Gehyra	mutilata	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	G8	RMB 9198	Brachymeles	cf. schadenbergi	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	G9	RMB 9199	Kalophrynus	pleurostigma	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	H1	RMB 9200	Rhacophorus		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	H2	RMB 9201	Tropidophorus		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	H3	RMB 9202	Hydrosaurus	amboinensis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	H4	RMB 9203	Boiga	dendrephila	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	H5	RMB 9204	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	H6	RMB 9205	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	H7	RMB 9206	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	H8	RMB 9207	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	H9	RMB 9208	Lamprolepis	smaragdina	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	I1	RMB 9209	Megophrys	stejnegeri	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	I2	RMB 9210	Megophrys	stejnegeri	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	I3	RMB 9211	Megophrys	stejnegeri	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	I4	RMB 9215	Lamprolepis	smaragdina	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	I5	RMB 9216	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	I6	RMB 9217	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	I7	RMB 9218	Rana	grandocula	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	I8	RMB 9219	Rana	grandocula	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	284	I9	RMB 9220	Sphenomorphus	atrigularis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	A1	RMB 9221	Sphenomorphus	atrigularis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	A2	RMB 9222	Sphenomorphus	atrigularis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	A3	RMB 9223	Cyrtodactylus	annulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	A4	RMB 9224	Brachymeles	cf. schadenbergi	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	A5	RMB 9225	Kalophrynus	pleurostigma	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	A6	RMB 9226	Kalophrynus	pleurostigma	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	A7	RMB 9227	Kalophrynus	pleurostigma	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	A8	RMB 9228	Kalophrynus	pleurostigma	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	A9	RMB 9229	Limnonectes		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	B1	RMB 9230	Megophrys	stejnegeri	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	B2	RMB 9231	Megophrys	stejnegeri	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	B3	RMB 9232	Psammodynastes	pulverulentus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	B4	RMB 9233	Varanus	cumingi	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	B5	RMB 9233	Varanus	cumingi	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	B6	RMB 9234	Tropidolaemus	cf. wagleri	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	B7	RMB 9235	Python	reticulatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	B8	RMB 9236	Eutropis	cf. multicarinata	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	B9	RMB 9237	Gehyra	mutilata	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	C1	RMB 9238	Sphenomorphus	atrigularis	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	C2	RMB 9239	Rhacophorus		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	C3	RMB 9240	Brachymeles	cf. schadenbergi	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	C4	RMB 9241	Eutropis		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Tumaga River"																												
	S	285	C5	RMB 9242	Draco	bimaculatus	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Barangay Baluno"																												
	S	285	C6	RMB 9243	Draco		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Barangay Baluno"																												
	S	285	C7	RMB 9244	Draco		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Barangay Baluno"																												
	S	285	C8	RMB 9245	Draco		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Barangay Baluno"																												
	S	285	C9	RMB 9246	Draco		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Barangay Baluno"																												
	S	285	D1	RMB 9247	Draco		Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Barangay Baluno"																												
	S	285	D2	RMB 9248	Draco	ornatus (genetically cyanopterus)	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Barangay Baluno"																												
	S	285	D3	RMB 9249	Oxyrhabdion	modestum	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Barangay Baluno"																												
	S	285	D4	RMB 9250	Oxyrhabdion	modestum	Philippines	Mindanao	Zamboanga	Pasonanca	"Pasonanca Natural Park, Barangay Baluno"																												
	S	285	D5	RMB 10526	Sphenomorphus	jagori	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	D6	RMB 10527	Gekko	mindorensis	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	D7	RMB 10528	Gekko	mindorensis	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	D8	RMB 10529	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	D9	RMB 10530	Tropidophorus	grayi	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	E1	RMB 10531	Tropidophorus	grayi	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	E2	RMB 10532	Tropidophorus	grayi	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	E3	RMB 10533	Sphenomorphus	decipiens	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	E4	RMB 10534	Sphenomorphus	decipiens	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	E5	RMB 10535	Sphenomorphus	decipiens	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	E6	RMB 10536	Hemidactylus	frenatus	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	E7	RMB 10537	Hemidactylus	frenatus	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	E8	RMB 10538	Sphenomorphus	decipiens	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	E9	RMB 10539	Sphenomorphus	jagori	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	F1	RMB 10540	Occidozyga	laevis	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	F2	RMB 10541	Occidozyga	laevis	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	F3	RMB 10542	Occidozyga	laevis	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	F4	RMB 10543	Occidozyga	laevis	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	F5	RMB 10544	Rhacophorus	pardalis	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	F6	RMB 10545	Rhacophorus	pardalis	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	F7	RMB 10546	Brachymeles	cf. boulengeri	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	F8	RMB 10547	Ahaetulla	prasina	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	F9	RMB 10548	Gonocephalus	sophiae	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	G1	RMB 10549	Gonocephalus	sophiae	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	G2	RMB 10550	Gonocephalus	sophiae	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	G3	RMB 10551	Gekko	gecko	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	G4	RMB 10552	Eutropis	multifasciata	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	G5	RMB 10553	Sphenomorphus	jagori	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	G6	RMB 10554	Tropidophorus	grayi	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	G7	RMB 10555	Sphenomorphus	decipiens	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	G8	RMB 10556	Sphenomorphus	decipiens	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	G9	RMB 10557	Sphenomorphus		Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	H1	RMB 10558	Sphenomorphus		Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	H2	RMB 10559	Sphenomorphus		Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	H3	RMB 10560	Brachymeles	cf. boulengeri	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	H4	RMB 10561	Brachymeles	cf. boulengeri	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	H5	RMB 10562	Rana	erythreae	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	H6	RMB 10563	Rhacophorus	pardalis	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	H7	RMB 10564	Kaloula	conjuncta	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	H8	RMB 10565	Rhacophorus	pardalis	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	H9	RMB 10566	Rhacophorus	pardalis	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	I1	RMB 10567	Kaloula	conjuncta	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	I2	RMB 10568	Gekko	mindorensis	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	I3	RMB 10569	Gekko	mindorensis	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	I4	RMB 10570	Gekko	mindorensis	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	I5	RMB 10571	Cyrtodactylus	philippinicus	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	I6	RMB 10572	Platymantis	cf. mimulus	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	I7	RMB 10573	Platymantis	cf. mimulus	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	I8	RMB 10574	Tropidophorus	grayi	Philippines	Luzon	Laguna	Los Banos	Batong Malake	Mt. Makiling																											
	S	285	I9	EMPTY								Mt. Makiling																											
	T	286	A1	EMPTY								Mt. Makiling																											
	T	286	A2	INA 0001	Tarsius	syrichta	Philippines	Siargao					Muscle																										
	T	286	A3	INA 0001	Tarsius	syrichta	Philippines	Siargao					Liver																										
	T	286	A4	INA 0002	Hydrosaurus	pustulatus	Philippines	Dinagat																															
	T	286	A5	INA 0003	Bibang???		Philippines	Dinagat																															
	T	286	A6	INA 0004	Haw????		Philippines	Dinagat																															
	T	286	A7	INA 0005	Draco		Philippines	Dinagat																															
	T	286	A8	INA 0006	Tarsius	syrichta	Philippines	Siargao																															
	T	286	A9	INA 0006	Tarsius	syrichta	Philippines	Siargao																															
	T	286	B1	INA 0007	Tarsius	syrichta	Philippines	Siargao																															
	T	286	B2	INA 0008	Tarsius	syrichta	Philippines	Siargao																															
	T	286	B3	ACD 3666	Varanus	salvator	Philippines	Luzon				Mt. PalayPalay																											
	T	286	B4	ACD 3666	Varanus	salvator	Philippines	Luzon				Mt. PalayPalay																											
	T	286	B5	ACD 3666	Varanus	salvator	Philippines	Luzon				Mt. PalayPalay																											
	T	286	B6	ACD 3325	Pelochelys	cantoril	Philippines	Luzon	Isabela																														
	T	286	B7	ACD 3587	Eutropis	multifasciata	Philippines																																
	T	286	B8	???	L.	kenyir	Lainee Qie																																
	T	286	B9	???	L.	kenyir	Lainee Qie																																
